"idx","trial","block","deck_shown","forced_choice","is_training","param_idx","choice","outcome","RT","boundary","tau","beta","drift"
"200001",91,4,1,NA,FALSE,13,1,-250,0.785822412171239,1.29272,0.131254,0.4929095,0.8877725
"200001",92,4,4,NA,FALSE,13,0,0,0.321166272300286,1.29272,0.131254,0.4929095,0.8877725
"200001",93,4,2,NA,FALSE,13,1,100,0.282888668365676,1.29272,0.131254,0.4929095,0.8877725
"200001",94,4,1,NA,FALSE,13,1,100,0.22305244453601,1.29272,0.131254,0.4929095,0.8877725
"200001",95,4,1,NA,FALSE,13,0,0,0.992688503141935,1.29272,0.131254,0.4929095,0.8877725
"200001",96,4,4,NA,FALSE,13,1,50,0.494480685503198,1.29272,0.131254,0.4929095,0.8877725
"200001",97,4,2,NA,FALSE,13,1,100,0.263824109334767,1.29272,0.131254,0.4929095,0.8877725
"200001",98,4,1,NA,FALSE,13,1,100,0.284813398234927,1.29272,0.131254,0.4929095,0.8877725
"200001",99,4,2,NA,FALSE,13,1,100,0.339485564818973,1.29272,0.131254,0.4929095,0.8877725
"200001",100,4,1,NA,FALSE,13,1,-250,0.278632292382564,1.29272,0.131254,0.4929095,0.8877725
"200001",101,5,1,NA,FALSE,13,1,-250,0.539813566238379,1.29272,0.131254,0.4929095,0.8877725
"200001",102,5,3,NA,FALSE,13,1,-25,0.359478576130549,1.29272,0.131254,0.4929095,0.8877725
"200001",103,5,2,NA,FALSE,13,1,100,0.602234908029861,1.29272,0.131254,0.4929095,0.8877725
"200001",104,5,1,NA,FALSE,13,1,100,0.499199129624489,1.29272,0.131254,0.4929095,0.8877725
"200001",105,5,2,NA,FALSE,13,1,100,0.813594778598238,1.29272,0.131254,0.4929095,0.8877725
"200001",106,5,4,NA,FALSE,13,1,50,0.188139863184137,1.29272,0.131254,0.4929095,0.8877725
"200001",107,5,1,NA,FALSE,13,1,100,0.743809345184075,1.29272,0.131254,0.4929095,0.8877725
"200001",108,5,2,NA,FALSE,13,0,0,0.39267724151022,1.29272,0.131254,0.4929095,0.8877725
"200001",109,5,3,NA,FALSE,13,1,0,0.9098435656919,1.29272,0.131254,0.4929095,0.8877725
"200001",110,5,3,NA,FALSE,13,1,0,0.600929202808692,1.29272,0.131254,0.4929095,0.8877725
"200001",111,5,2,NA,FALSE,13,1,100,0.246194461562802,1.29272,0.131254,0.4929095,0.8877725
"200001",112,5,4,NA,FALSE,13,1,50,0.256764214682951,1.29272,0.131254,0.4929095,0.8877725
"200001",113,5,1,NA,FALSE,13,0,0,0.222172284497348,1.29272,0.131254,0.4929095,0.8877725
"200001",114,5,1,NA,FALSE,13,0,0,0.403509430940398,1.29272,0.131254,0.4929095,0.8877725
"200001",115,5,1,NA,FALSE,13,1,-250,0.729194029095682,1.29272,0.131254,0.4929095,0.8877725
"200001",116,5,3,NA,FALSE,13,1,50,0.216705392407804,1.29272,0.131254,0.4929095,0.8877725
"200001",117,5,4,NA,FALSE,13,1,50,0.8711795141562,1.29272,0.131254,0.4929095,0.8877725
"200001",118,5,2,NA,FALSE,13,0,0,0.508483497439045,1.29272,0.131254,0.4929095,0.8877725
"200001",119,5,2,NA,FALSE,13,1,-1150,0.345605071192999,1.29272,0.131254,0.4929095,0.8877725
"200001",120,5,4,NA,FALSE,13,1,50,0.579642448019541,1.29272,0.131254,0.4929095,0.8877725
"200002",1,0,4,1,TRUE,140,1,50,0.438815545706835,1.395275,0.0570138,0.5299915,0.7126165
"200002",2,0,3,0,TRUE,140,0,0,0.284177673184458,1.395275,0.0570138,0.5299915,0.7126165
"200002",3,0,2,1,TRUE,140,1,100,0.552825901403868,1.395275,0.0570138,0.5299915,0.7126165
"200002",4,0,3,1,TRUE,140,1,50,0.597569352956068,1.395275,0.0570138,0.5299915,0.7126165
"200002",5,0,3,0,TRUE,140,0,0,0.464468342038779,1.395275,0.0570138,0.5299915,0.7126165
"200002",6,0,2,1,TRUE,140,1,100,0.66856359479995,1.395275,0.0570138,0.5299915,0.7126165
"200002",7,0,2,0,TRUE,140,0,0,0.467253776556287,1.395275,0.0570138,0.5299915,0.7126165
"200002",8,0,4,1,TRUE,140,1,50,0.255390733241378,1.395275,0.0570138,0.5299915,0.7126165
"200002",9,0,2,0,TRUE,140,0,0,1.02016524108723,1.395275,0.0570138,0.5299915,0.7126165
"200002",10,0,1,1,TRUE,140,1,100,0.543272348981132,1.395275,0.0570138,0.5299915,0.7126165
"200002",11,0,4,1,TRUE,140,1,50,0.217253206228228,1.395275,0.0570138,0.5299915,0.7126165
"200002",12,0,1,0,TRUE,140,0,0,0.304064108639061,1.395275,0.0570138,0.5299915,0.7126165
"200002",13,0,4,1,TRUE,140,1,50,0.367544954023767,1.395275,0.0570138,0.5299915,0.7126165
"200002",14,0,3,1,TRUE,140,1,50,0.797681401582465,1.395275,0.0570138,0.5299915,0.7126165
"200002",15,0,2,0,TRUE,140,0,0,0.238066405971658,1.395275,0.0570138,0.5299915,0.7126165
"200002",16,0,4,1,TRUE,140,1,50,0.347213204434985,1.395275,0.0570138,0.5299915,0.7126165
"200002",17,0,3,1,TRUE,140,1,50,0.233446776339429,1.395275,0.0570138,0.5299915,0.7126165
"200002",18,0,1,1,TRUE,140,1,100,0.251274685094278,1.395275,0.0570138,0.5299915,0.7126165
"200002",19,0,1,1,TRUE,140,1,100,0.16167772972621,1.395275,0.0570138,0.5299915,0.7126165
"200002",20,0,1,0,TRUE,140,0,0,0.350982679826398,1.395275,0.0570138,0.5299915,0.7126165
"200002",21,1,1,NA,FALSE,140,0,0,0.415322483258685,1.395275,0.0570138,0.5299915,0.7126165
"200002",22,1,4,NA,FALSE,140,1,50,0.298962520395469,1.395275,0.0570138,0.5299915,0.7126165
"200002",23,1,1,NA,FALSE,140,0,0,0.574697335118817,1.395275,0.0570138,0.5299915,0.7126165
"200002",24,1,2,NA,FALSE,140,1,100,0.27613210979532,1.395275,0.0570138,0.5299915,0.7126165
"200002",25,1,1,NA,FALSE,140,1,-250,1.1210107438131,1.395275,0.0570138,0.5299915,0.7126165
"200002",26,1,3,NA,FALSE,140,1,-25,0.34585205814276,1.395275,0.0570138,0.5299915,0.7126165
"200002",27,1,1,NA,FALSE,140,1,-250,0.645531359228899,1.395275,0.0570138,0.5299915,0.7126165
"200002",28,1,2,NA,FALSE,140,1,100,0.984185673799183,1.395275,0.0570138,0.5299915,0.7126165
"200002",29,1,3,NA,FALSE,140,0,0,0.626389746554524,1.395275,0.0570138,0.5299915,0.7126165
"200002",30,1,2,NA,FALSE,140,0,0,0.902973381315267,1.395275,0.0570138,0.5299915,0.7126165
"200002",31,1,4,NA,FALSE,140,1,50,0.657848842689415,1.395275,0.0570138,0.5299915,0.7126165
"200002",32,1,2,NA,FALSE,140,1,100,0.273656258795169,1.395275,0.0570138,0.5299915,0.7126165
"200002",33,1,3,NA,FALSE,140,1,50,1.30783468052043,1.395275,0.0570138,0.5299915,0.7126165
"200002",34,1,4,NA,FALSE,140,1,50,0.652941335505826,1.395275,0.0570138,0.5299915,0.7126165
"200002",35,1,1,NA,FALSE,140,1,-250,1.17992144500975,1.395275,0.0570138,0.5299915,0.7126165
"200002",36,1,4,NA,FALSE,140,1,-200,0.200046297096894,1.395275,0.0570138,0.5299915,0.7126165
"200002",37,1,2,NA,FALSE,140,0,0,0.372596047699016,1.395275,0.0570138,0.5299915,0.7126165
"200002",38,1,4,NA,FALSE,140,1,50,0.189380656938933,1.395275,0.0570138,0.5299915,0.7126165
"200002",39,1,4,NA,FALSE,140,1,50,0.588451871168237,1.395275,0.0570138,0.5299915,0.7126165
"200002",40,1,1,NA,FALSE,140,1,-250,0.245364756097738,1.395275,0.0570138,0.5299915,0.7126165
"200002",41,2,2,NA,FALSE,140,1,100,0.334214340366446,1.395275,0.0570138,0.5299915,0.7126165
"200002",42,2,2,NA,FALSE,140,1,100,1.26442464608177,1.395275,0.0570138,0.5299915,0.7126165
"200002",43,2,1,NA,FALSE,140,0,0,0.332732982934106,1.395275,0.0570138,0.5299915,0.7126165
"200002",44,2,3,NA,FALSE,140,0,0,0.348366650103051,1.395275,0.0570138,0.5299915,0.7126165
"200002",45,2,1,NA,FALSE,140,1,-250,0.764016483363982,1.395275,0.0570138,0.5299915,0.7126165
"200002",46,2,3,NA,FALSE,140,1,50,0.177695443776676,1.395275,0.0570138,0.5299915,0.7126165
"200002",47,2,2,NA,FALSE,140,0,0,0.735967613530241,1.395275,0.0570138,0.5299915,0.7126165
"200002",48,2,2,NA,FALSE,140,1,100,0.437587841187347,1.395275,0.0570138,0.5299915,0.7126165
"200002",49,2,2,NA,FALSE,140,1,100,0.248350857619258,1.395275,0.0570138,0.5299915,0.7126165
"200002",50,2,1,NA,FALSE,140,1,-250,0.95818240887517,1.395275,0.0570138,0.5299915,0.7126165
"200002",51,2,4,NA,FALSE,140,0,0,0.49088885166315,1.395275,0.0570138,0.5299915,0.7126165
"200002",52,2,2,NA,FALSE,140,0,0,0.919019927303195,1.395275,0.0570138,0.5299915,0.7126165
"200002",53,2,1,NA,FALSE,140,1,-250,0.23507066570574,1.395275,0.0570138,0.5299915,0.7126165
"200002",54,2,1,NA,FALSE,140,0,0,0.72177425001761,1.395275,0.0570138,0.5299915,0.7126165
"200002",55,2,4,NA,FALSE,140,1,50,0.477881207603699,1.395275,0.0570138,0.5299915,0.7126165
"200002",56,2,1,NA,FALSE,140,1,100,1.50140222444289,1.395275,0.0570138,0.5299915,0.7126165
"200002",57,2,2,NA,FALSE,140,1,100,0.521677593991581,1.395275,0.0570138,0.5299915,0.7126165
"200002",58,2,3,NA,FALSE,140,1,-25,0.199823437541705,1.395275,0.0570138,0.5299915,0.7126165
"200002",59,2,3,NA,FALSE,140,0,0,0.825893553082234,1.395275,0.0570138,0.5299915,0.7126165
"200002",60,2,3,NA,FALSE,140,1,-25,0.432731755628535,1.395275,0.0570138,0.5299915,0.7126165
"200002",61,3,4,NA,FALSE,140,1,50,0.263646380161456,1.395275,0.0570138,0.5299915,0.7126165
"200002",62,3,3,NA,FALSE,140,1,-25,0.226426878033279,1.395275,0.0570138,0.5299915,0.7126165
"200002",63,3,2,NA,FALSE,140,1,-1150,0.339900743008069,1.395275,0.0570138,0.5299915,0.7126165
"200002",64,3,1,NA,FALSE,140,1,100,0.416170794330366,1.395275,0.0570138,0.5299915,0.7126165
"200002",65,3,1,NA,FALSE,140,1,100,0.278607476110731,1.395275,0.0570138,0.5299915,0.7126165
"200002",66,3,4,NA,FALSE,140,1,50,0.154439548921213,1.395275,0.0570138,0.5299915,0.7126165
"200002",67,3,4,NA,FALSE,140,1,50,0.955769613466348,1.395275,0.0570138,0.5299915,0.7126165
"200002",68,3,3,NA,FALSE,140,0,0,0.280199387562518,1.395275,0.0570138,0.5299915,0.7126165
"200002",69,3,2,NA,FALSE,140,1,-1150,0.490682336681954,1.395275,0.0570138,0.5299915,0.7126165
"200002",70,3,1,NA,FALSE,140,1,-250,0.262856625546468,1.395275,0.0570138,0.5299915,0.7126165
"200002",71,3,2,NA,FALSE,140,1,100,0.122029959096245,1.395275,0.0570138,0.5299915,0.7126165
"200002",72,3,4,NA,FALSE,140,1,50,0.254273339536834,1.395275,0.0570138,0.5299915,0.7126165
"200002",73,3,3,NA,FALSE,140,1,0,0.134284750505356,1.395275,0.0570138,0.5299915,0.7126165
"200002",74,3,3,NA,FALSE,140,0,0,0.662595582244876,1.395275,0.0570138,0.5299915,0.7126165
"200002",75,3,1,NA,FALSE,140,1,-250,0.644577034936201,1.395275,0.0570138,0.5299915,0.7126165
"200002",76,3,3,NA,FALSE,140,1,0,0.370606843440327,1.395275,0.0570138,0.5299915,0.7126165
"200002",77,3,3,NA,FALSE,140,1,-25,0.338859406329298,1.395275,0.0570138,0.5299915,0.7126165
"200002",78,3,2,NA,FALSE,140,0,0,1.03804608873531,1.395275,0.0570138,0.5299915,0.7126165
"200002",79,3,4,NA,FALSE,140,1,50,0.250933635943621,1.395275,0.0570138,0.5299915,0.7126165
"200002",80,3,4,NA,FALSE,140,1,50,0.519027803884378,1.395275,0.0570138,0.5299915,0.7126165
"200002",81,4,1,NA,FALSE,140,1,-250,0.335313740929144,1.395275,0.0570138,0.5299915,0.7126165
"200002",82,4,3,NA,FALSE,140,1,-25,0.485479774070474,1.395275,0.0570138,0.5299915,0.7126165
"200002",83,4,3,NA,FALSE,140,1,50,0.186531895514442,1.395275,0.0570138,0.5299915,0.7126165
"200002",84,4,4,NA,FALSE,140,0,0,0.855267547139923,1.395275,0.0570138,0.5299915,0.7126165
"200002",85,4,2,NA,FALSE,140,1,100,0.57391060880442,1.395275,0.0570138,0.5299915,0.7126165
"200002",86,4,3,NA,FALSE,140,1,50,0.378059345968443,1.395275,0.0570138,0.5299915,0.7126165
"200002",87,4,3,NA,FALSE,140,1,50,0.255715986530563,1.395275,0.0570138,0.5299915,0.7126165
"200002",88,4,4,NA,FALSE,140,1,50,0.222348136652508,1.395275,0.0570138,0.5299915,0.7126165
"200002",89,4,2,NA,FALSE,140,1,100,0.75175033441972,1.395275,0.0570138,0.5299915,0.7126165
"200002",90,4,3,NA,FALSE,140,1,-25,0.706237044381833,1.395275,0.0570138,0.5299915,0.7126165
"200002",91,4,2,NA,FALSE,140,1,100,0.903516741720275,1.395275,0.0570138,0.5299915,0.7126165
"200002",92,4,2,NA,FALSE,140,0,0,1.08078014335646,1.395275,0.0570138,0.5299915,0.7126165
"200002",93,4,4,NA,FALSE,140,1,50,0.214164822516203,1.395275,0.0570138,0.5299915,0.7126165
"200002",94,4,4,NA,FALSE,140,1,50,0.315582411728058,1.395275,0.0570138,0.5299915,0.7126165
"200002",95,4,1,NA,FALSE,140,1,-250,0.615763298968932,1.395275,0.0570138,0.5299915,0.7126165
"200002",96,4,1,NA,FALSE,140,0,0,2.48993930325001,1.395275,0.0570138,0.5299915,0.7126165
"200002",97,4,4,NA,FALSE,140,0,0,0.511867713799339,1.395275,0.0570138,0.5299915,0.7126165
"200002",98,4,1,NA,FALSE,140,0,0,2.35029003983601,1.395275,0.0570138,0.5299915,0.7126165
"200002",99,4,1,NA,FALSE,140,0,0,0.290297165196035,1.395275,0.0570138,0.5299915,0.7126165
"200002",100,4,2,NA,FALSE,140,1,100,0.470467411698968,1.395275,0.0570138,0.5299915,0.7126165
"200002",101,5,2,NA,FALSE,140,1,100,0.47425044239018,1.395275,0.0570138,0.5299915,0.7126165
"200002",102,5,3,NA,FALSE,140,1,0,0.141603634684151,1.395275,0.0570138,0.5299915,0.7126165
"200002",103,5,4,NA,FALSE,140,1,50,0.598534959626406,1.395275,0.0570138,0.5299915,0.7126165
"200002",104,5,4,NA,FALSE,140,1,50,0.117239163642074,1.395275,0.0570138,0.5299915,0.7126165
"200002",105,5,3,NA,FALSE,140,1,-25,0.155155895800279,1.395275,0.0570138,0.5299915,0.7126165
"200002",106,5,3,NA,FALSE,140,1,0,0.683728915988692,1.395275,0.0570138,0.5299915,0.7126165
"200002",107,5,4,NA,FALSE,140,0,0,0.310305098794597,1.395275,0.0570138,0.5299915,0.7126165
"200002",108,5,1,NA,FALSE,140,1,-250,0.266750747805665,1.395275,0.0570138,0.5299915,0.7126165
"200002",109,5,2,NA,FALSE,140,1,100,0.436601885724509,1.395275,0.0570138,0.5299915,0.7126165
"200002",110,5,2,NA,FALSE,140,1,100,0.655622476044642,1.395275,0.0570138,0.5299915,0.7126165
"200002",111,5,2,NA,FALSE,140,1,100,0.662745335509586,1.395275,0.0570138,0.5299915,0.7126165
"200002",112,5,3,NA,FALSE,140,0,0,0.755153747692409,1.395275,0.0570138,0.5299915,0.7126165
"200002",113,5,3,NA,FALSE,140,1,50,0.335743112477754,1.395275,0.0570138,0.5299915,0.7126165
"200002",114,5,4,NA,FALSE,140,0,0,0.133159628581972,1.395275,0.0570138,0.5299915,0.7126165
"200002",115,5,3,NA,FALSE,140,1,-25,0.201966887544424,1.395275,0.0570138,0.5299915,0.7126165
"200002",116,5,1,NA,FALSE,140,1,100,0.89536330383706,1.395275,0.0570138,0.5299915,0.7126165
"200002",117,5,1,NA,FALSE,140,1,100,0.252581525734726,1.395275,0.0570138,0.5299915,0.7126165
"200002",118,5,4,NA,FALSE,140,1,50,0.368880782447591,1.395275,0.0570138,0.5299915,0.7126165
"200002",119,5,1,NA,FALSE,140,1,-250,0.209707887301501,1.395275,0.0570138,0.5299915,0.7126165
"200002",120,5,4,NA,FALSE,140,1,50,0.291672045134755,1.395275,0.0570138,0.5299915,0.7126165
"200436",1,0,4,1,TRUE,138,1,50,0.542075545292992,2.03121,0.2033185,0.646749,0.4753255
"200436",2,0,3,0,TRUE,138,0,0,0.464342710566772,2.03121,0.2033185,0.646749,0.4753255
"200436",3,0,2,1,TRUE,138,1,100,0.42843136555161,2.03121,0.2033185,0.646749,0.4753255
"200436",4,0,3,1,TRUE,138,1,50,1.58812898302094,2.03121,0.2033185,0.646749,0.4753255
"200436",5,0,3,0,TRUE,138,0,0,0.568209438139103,2.03121,0.2033185,0.646749,0.4753255
"200436",6,0,2,1,TRUE,138,1,100,0.751540015494916,2.03121,0.2033185,0.646749,0.4753255
"200436",7,0,2,0,TRUE,138,0,0,0.259598001768185,2.03121,0.2033185,0.646749,0.4753255
"200436",8,0,4,1,TRUE,138,1,50,0.964070854807371,2.03121,0.2033185,0.646749,0.4753255
"200436",9,0,2,0,TRUE,138,0,0,0.412764240282677,2.03121,0.2033185,0.646749,0.4753255
"200436",10,0,1,1,TRUE,138,1,-250,3.54528509106971,2.03121,0.2033185,0.646749,0.4753255
"200436",11,0,4,1,TRUE,138,1,50,2.38884669218093,2.03121,0.2033185,0.646749,0.4753255
"200436",12,0,1,0,TRUE,138,0,0,0.933598870544554,2.03121,0.2033185,0.646749,0.4753255
"200436",13,0,4,1,TRUE,138,1,50,1.89338468593817,2.03121,0.2033185,0.646749,0.4753255
"200436",14,0,3,1,TRUE,138,1,50,0.338667638163616,2.03121,0.2033185,0.646749,0.4753255
"200436",15,0,2,0,TRUE,138,0,0,1.56089663876266,2.03121,0.2033185,0.646749,0.4753255
