"idx","trial","block","forced_choice","is_training","param_idx","choice","wins","losses","RT","boundary1","boundary","tau1","tau","urgency","drift_con","gain","loss","decay","epP","epN","K","w"
"0001",12,1,NA,FALSE,35,2,0.25,0,1.3000099452184,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",13,1,NA,FALSE,35,1,0.25,0,1.04048937082218,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",14,1,NA,FALSE,35,3,0.147893103270326,0,0.552250332798611,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",15,1,NA,FALSE,35,2,0.25,0,1.10482509718384,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",16,1,NA,FALSE,35,4,0.135967889823951,0,0.618285273877888,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",17,1,NA,FALSE,35,1,0.25,0.825168987223879,0.920154348486719,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",18,1,NA,FALSE,35,1,0.25,0.486988328734878,0.668167602325029,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",19,1,NA,FALSE,35,2,0.25,0,0.58125781550553,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",20,1,NA,FALSE,35,2,0.25,3.07504149648594,2.67702612605573,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",21,2,NA,FALSE,35,1,0.25,0,1.05702316314369,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",22,2,NA,FALSE,35,1,0.25,0.896637291554362,0.968473922180691,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",23,2,NA,FALSE,35,2,0.25,3.0927093642531,1.07888361976702,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",24,2,NA,FALSE,35,1,0.25,0.469908723549452,0.519380135884723,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",25,2,NA,FALSE,35,2,0.25,3.11429014237365,0.976429641692299,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",26,2,NA,FALSE,35,1,0.25,0,0.692136643073765,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",27,2,NA,FALSE,35,1,0.25,0,0.644845616722127,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",28,2,NA,FALSE,35,2,0.25,3.02576321572997,1.15280008395761,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",29,2,NA,FALSE,35,3,0.147308182995766,0,0.994432579832106,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",30,2,NA,FALSE,35,3,0.12322274192702,0,0.802183876539345,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",31,2,NA,FALSE,35,1,0.25,0.894168671837542,1.01340884123843,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",32,2,NA,FALSE,35,1,0.25,0,0.683548847864032,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",33,2,NA,FALSE,35,1,0.25,0,1.40350942645394,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",34,2,NA,FALSE,35,1,0.25,0.445887329569086,1.6777635211566,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",35,2,NA,FALSE,35,4,0.104124116851017,0,1.0113230860255,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",36,2,NA,FALSE,35,2,0.25,0,1.82296115177746,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",37,2,NA,FALSE,35,1,0.25,0.55861072310945,0.817108371527651,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",38,2,NA,FALSE,35,1,0.25,0,0.557151377186371,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",39,2,NA,FALSE,35,1,0.25,0,1.32714450208425,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",40,2,NA,FALSE,35,1,0.25,0,0.88138939458023,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",41,3,NA,FALSE,35,1,0.25,0.533471323898993,1.1245217553838,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",42,3,NA,FALSE,35,2,0.25,0,1.0747474986747,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",43,3,NA,FALSE,35,3,0.11267168201739,0,0.380902378215256,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",44,3,NA,FALSE,35,2,0.25,0,0.688640094413254,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",45,3,NA,FALSE,35,2,0.25,0,1.24179138921843,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",46,3,NA,FALSE,35,1,0.25,0.470468423306011,0.61482138732424,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",47,3,NA,FALSE,35,2,0.25,0,0.730691417826331,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",48,3,NA,FALSE,35,3,0.148779170168564,0.0897481965832412,1.43796058495874,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",49,3,NA,FALSE,35,1,0.25,0,0.526834611652244,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",50,3,NA,FALSE,35,1,0.25,0,2.01320001564891,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",51,3,NA,FALSE,35,1,0.25,0.71629914942896,1.41228412733076,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",52,3,NA,FALSE,35,1,0.25,0.629238923639059,1.00627213459207,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",53,3,NA,FALSE,35,2,0.25,0,0.661991986041318,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",54,3,NA,FALSE,35,1,0.25,0,0.651021887613855,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",55,3,NA,FALSE,35,1,0.25,0.833675159269478,0.525526970564483,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",56,3,NA,FALSE,35,3,0.127814383024815,0,0.631814334200516,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",57,3,NA,FALSE,35,2,0.25,0,1.17295734788553,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",58,3,NA,FALSE,35,1,0.25,0,0.842549457695693,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",59,3,NA,FALSE,35,2,0.25,0,1.10533893434575,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",60,3,NA,FALSE,35,4,0.12854568756884,0,1.71237935375748,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",61,4,NA,FALSE,35,2,0.25,0,1.06820810350998,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",62,4,NA,FALSE,35,4,0.104883137776051,0,0.846815130105182,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",63,4,NA,FALSE,35,2,0.25,0,0.605331507782741,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",64,4,NA,FALSE,35,2,0.25,0,1.3763584282002,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",65,4,NA,FALSE,35,3,0.1482167267357,0,1.04700099565501,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",66,4,NA,FALSE,35,3,0.102326880779583,0.162646841513924,1.38480528492835,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",67,4,NA,FALSE,35,2,0.25,0,1.05146834232413,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",68,4,NA,FALSE,35,3,0.107874681835528,0,0.671215164595757,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",69,4,NA,FALSE,35,2,0.25,0,0.861908534781723,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",70,4,NA,FALSE,35,2,0.25,0,1.02241012705712,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",71,4,NA,FALSE,35,1,0.25,0.804094754252583,0.986617751113482,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",72,4,NA,FALSE,35,1,0.25,0.560174146830104,2.40877669809031,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",73,4,NA,FALSE,35,2,0.25,0,1.66625436295834,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",74,4,NA,FALSE,35,2,0.25,0,0.732676865234341,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",75,4,NA,FALSE,35,1,0.25,0,1.00934416587177,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",76,4,NA,FALSE,35,1,0.25,0,0.653621765674315,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",77,4,NA,FALSE,35,1,0.25,0,0.840314587647394,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",78,4,NA,FALSE,35,1,0.25,0.887261373491492,0.952098930756998,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",79,4,NA,FALSE,35,1,0.25,0,0.847052537009694,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",80,4,NA,FALSE,35,2,0.25,0,0.952015158257673,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",81,5,NA,FALSE,35,4,0.10782117882045,0,1.70486094757141,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",82,5,NA,FALSE,35,2,0.25,0,1.31800258067076,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",83,5,NA,FALSE,35,1,0.25,0,0.798371612810903,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",84,5,NA,FALSE,35,2,0.25,0,0.921770607510835,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",85,5,NA,FALSE,35,3,0.123943233012687,0,1.16449980476667,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",86,5,NA,FALSE,35,1,0.25,0.643327432917431,0.730789891213041,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",87,5,NA,FALSE,35,3,0.13267978267977,0,0.575558395569935,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",88,5,NA,FALSE,35,1,0.25,0,2.38739810183351,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",89,5,NA,FALSE,35,1,0.25,0.60129362255102,1.1543312713913,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",90,5,NA,FALSE,35,1,0.25,0,0.437352544046194,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",91,5,NA,FALSE,35,3,0.123166848625988,0.0668583541060798,0.540945490960174,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",92,5,NA,FALSE,35,3,0.130043242324609,0,0.77477835198795,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",93,5,NA,FALSE,35,3,0.106522351736203,0.181966425920837,0.660731334913595,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",94,5,NA,FALSE,35,3,0.147634759719949,0.153869076422416,0.905558218749335,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",95,5,NA,FALSE,35,1,0.25,0,1.31945219635454,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",96,5,NA,FALSE,35,2,0.25,0,0.694615334460532,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",97,5,NA,FALSE,35,2,0.25,0,1.25890886022303,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",98,5,NA,FALSE,35,1,0.25,0,0.600770930506112,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",99,5,NA,FALSE,35,3,0.109664538898505,0,2.19441528690005,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0001",100,5,NA,FALSE,35,1,0.25,0.73011683357181,0.559914661432781,1.86609,1.870265,0.1347135,0.0793793,0.1482785,0.50263,0.2375365,3.303955,0.4942,-0.5181235,-0.2624845,0.456611,0.3612135
"0003",1,1,NA,FALSE,25,1,0.25,0,1.08091186408441,2.273135,1.931435,0.05890465,0.0567824,0.161328,0.8071775,0.50883,3.9783,0.4880465,1.12145,0.5398815,0.1378595,0.2083925
"0003",2,1,NA,FALSE,25,1,0.25,0.45630637469003,0.575857853349159,2.273135,1.931435,0.05890465,0.0567824,0.161328,0.8071775,0.50883,3.9783,0.4880465,1.12145,0.5398815,0.1378595,0.2083925
"0003",3,1,NA,FALSE,25,1,0.25,0,1.61405393064446,2.273135,1.931435,0.05890465,0.0567824,0.161328,0.8071775,0.50883,3.9783,0.4880465,1.12145,0.5398815,0.1378595,0.2083925
"0003",4,1,NA,FALSE,25,1,0.25,0,1.3435415342207,2.273135,1.931435,0.05890465,0.0567824,0.161328,0.8071775,0.50883,3.9783,0.4880465,1.12145,0.5398815,0.1378595,0.2083925
"0003",5,1,NA,FALSE,25,3,0.109437495365273,0,1.44120651158965,2.273135,1.931435,0.05890465,0.0567824,0.161328,0.8071775,0.50883,3.9783,0.4880465,1.12145,0.5398815,0.1378595,0.2083925
"0003",6,1,NA,FALSE,25,4,0.134436747606378,0,1.46379801865936,2.273135,1.931435,0.05890465,0.0567824,0.161328,0.8071775,0.50883,3.9783,0.4880465,1.12145,0.5398815,0.1378595,0.2083925
"0003",7,1,NA,FALSE,25,3,0.133654068154283,0.156545833393466,1.18358130510705,2.273135,1.931435,0.05890465,0.0567824,0.161328,0.8071775,0.50883,3.9783,0.4880465,1.12145,0.5398815,0.1378595,0.2083925
"0003",8,1,NA,FALSE,25,1,0.25,0,0.414530157939495,2.273135,1.931435,0.05890465,0.0567824,0.161328,0.8071775,0.50883,3.9783,0.4880465,1.12145,0.5398815,0.1378595,0.2083925
"0003",9,1,NA,FALSE,25,1,0.25,0,0.939532964191382,2.273135,1.931435,0.05890465,0.0567824,0.161328,0.8071775,0.50883,3.9783,0.4880465,1.12145,0.5398815,0.1378595,0.2083925
"0003",10,1,NA,FALSE,25,1,0.25,0,0.51849627397533,2.273135,1.931435,0.05890465,0.0567824,0.161328,0.8071775,0.50883,3.9783,0.4880465,1.12145,0.5398815,0.1378595,0.2083925
"0003",11,1,NA,FALSE,25,1,0.25,0,1.35655470853047,2.273135,1.931435,0.05890465,0.0567824,0.161328,0.8071775,0.50883,3.9783,0.4880465,1.12145,0.5398815,0.1378595,0.2083925
"0003",12,1,NA,FALSE,25,1,0.25,0,1.26913936216064,2.273135,1.931435,0.05890465,0.0567824,0.161328,0.8071775,0.50883,3.9783,0.4880465,1.12145,0.5398815,0.1378595,0.2083925
"0003",13,1,NA,FALSE,25,4,0.131794711353723,0,0.754452558656514,2.273135,1.931435,0.05890465,0.0567824,0.161328,0.8071775,0.50883,3.9783,0.4880465,1.12145,0.5398815,0.1378595,0.2083925
"0003",14,1,NA,FALSE,25,1,0.25,0,1.34447245564006,2.273135,1.931435,0.05890465,0.0567824,0.161328,0.8071775,0.50883,3.9783,0.4880465,1.12145,0.5398815,0.1378595,0.2083925
"0003",15,1,NA,FALSE,25,1,0.25,0,2.01657837354086,2.273135,1.931435,0.05890465,0.0567824,0.161328,0.8071775,0.50883,3.9783,0.4880465,1.12145,0.5398815,0.1378595,0.2083925
"0003",16,1,NA,FALSE,25,1,0.25,0,0.474412634607207,2.273135,1.931435,0.05890465,0.0567824,0.161328,0.8071775,0.50883,3.9783,0.4880465,1.12145,0.5398815,0.1378595,0.2083925
"0003",17,1,NA,FALSE,25,1,0.25,0,2.34001400455675,2.273135,1.931435,0.05890465,0.0567824,0.161328,0.8071775,0.50883,3.9783,0.4880465,1.12145,0.5398815,0.1378595,0.2083925
"0003",18,1,NA,FALSE,25,3,0.110282032040413,0,1.15440182150841,2.273135,1.931435,0.05890465,0.0567824,0.161328,0.8071775,0.50883,3.9783,0.4880465,1.12145,0.5398815,0.1378595,0.2083925
"0003",19,1,NA,FALSE,25,3,0.14381773051573,0.0631105491658673,1.42135932780283,2.273135,1.931435,0.05890465,0.0567824,0.161328,0.8071775,0.50883,3.9783,0.4880465,1.12145,0.5398815,0.1378595,0.2083925
"0003",20,1,NA,FALSE,25,3,0.119460730138235,0,0.555104411669003,2.273135,1.931435,0.05890465,0.0567824,0.161328,0.8071775,0.50883,3.9783,0.4880465,1.12145,0.5398815,0.1378595,0.2083925
"0003",21,2,NA,FALSE,25,3,0.121245889319107,0.0937304163933732,1.31105494731656,2.273135,1.931435,0.05890465,0.0567824,0.161328,0.8071775,0.50883,3.9783,0.4880465,1.12145,0.5398815,0.1378595,0.2083925
"0003",22,2,NA,FALSE,25,2,0.25,0,0.835645326693992,2.273135,1.931435,0.05890465,0.0567824,0.161328,0.8071775,0.50883,3.9783,0.4880465,1.12145,0.5398815,0.1378595,0.2083925
"0003",23,2,NA,FALSE,25,3,0.114841936551966,0.0990048551466316,1.15850473257804,2.273135,1.931435,0.05890465,0.0567824,0.161328,0.8071775,0.50883,3.9783,0.4880465,1.12145,0.5398815,0.1378595,0.2083925
"0003",24,2,NA,FALSE,25,3,0.118315528274979,0.177067339303903,1.21786044023792,2.273135,1.931435,0.05890465,0.0567824,0.161328,0.8071775,0.50883,3.9783,0.4880465,1.12145,0.5398815,0.1378595,0.2083925
"0003",25,2,NA,FALSE,25,1,0.25,0.366172885696869,0.716720985284719,2.273135,1.931435,0.05890465,0.0567824,0.161328,0.8071775,0.50883,3.9783,0.4880465,1.12145,0.5398815,0.1378595,0.2083925
